Restaurant,Menu Header,Menu Item,Rate,What people love here
Line,Non Veg Starters,Murg Tikka [8 Pieces],240,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Lemon Delhi style Half [2 Pieces],190,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Lemon Delhi style Full [4 Pieces],280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Badhashai Kabeb [8 Pieces],280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Broasted [6 Pieces],280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Dahi Tikka [8 Pieces],280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Fry [6 Pieces],280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Gosht Seekh kebab [8 Pieces],280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Gosht Tikka [8 Pieces],290,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Murg Boti Kebab,270,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Gosht Boti Kebab [4 Pieces],300,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Starters,Gosht Platter [14 Pieces],700,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Gravy Rice,130,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Bukhara linkbite Spl,130,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Amritsari Kofta Lucknowi Special,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Aloo Fry,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Kaju Kandhari,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Kaju Singapuri,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Murg Chingari Full [4 Pieces],200,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Murg Chingari Full [8 Pieces],360,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Kalakant,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Mughai,130,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Bemisal,110,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Sultani Duniya se,140,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Veg Thali,250,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Tadka,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Aloo Jeera,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Aloo Methi,110,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Aloo Mutter,110,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Gobhi Masala,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Bhindi Masala Special,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Fry,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Khichdi,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Makhani,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Dal Panchrangi Rajisthani Chef Spl,140,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Lasuni Palak,130,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Mixed Veg,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Panjabi Chana Masala,150,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Sev Paneer,150,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Sev Tadka,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Sev Tamatar,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Veg Kadai,120,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Aloo Gobi,130,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Sukha,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Veg Kolhapuri,130,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Channa Masala,140,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Green Peas Ms,140,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Methi Malai,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Bhurji,150,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Peas Paneer ,150,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Saag Sapna LunckNowi Special Must Try ,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,veg Kofta,150,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Palak,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Butter Masala,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Butter Ms,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer E Kadai,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer KolhaPuri,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Pasindra,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Shahi Paneer ,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Kaju Curry,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Mashroom Do Pyara ,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Mushroom E Kadhai,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Navaratan Korma,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Bemisal,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Garlic Butter Masala,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Handi,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Kalme,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Makki Malai,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Mirchi,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Shahi Korma,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Takatak,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Tikka Masala,210,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Kaju Paneer,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Malai Kofta,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Mushroom Masala,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Nargisi Kofta Lucknowi Special,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Dhaniya Adhraki,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Hyderabadi,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Lababdaar,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Paneer Panjabi,180,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Main Course,Methi Peas Malai,190,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Nargisi Kofta ( Chicken Mein ) Spl,280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,"Executive Non Veg Thali(3 Pcs Murg,Jeera Rice,Onion Salad,Chutney,Sweet,Butter Naan-01,Tandoori Roti",299,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Punjabi Veer Ji spl Half [4 Pieces],210,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Punjabi Veer Ji spl Full [8 Pieces],360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Adraki Dhaniya Murg Half [4 Pieces],190,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Adraki Dhaniya Murg Full [8 Pieces],320,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Lapta Murg Masala Half [4 Pieces],200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Lapta Murg Masala Full [8 Pieces],330,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Lajawab Half [4 Pieces],190,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Lajawab Full [8 Pieces],320,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Fish Bengali Curry 5 Pcs,260,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Afghani in Lucknow Gravy Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Afghani in Lucknow Gravy Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Baghdadi Linkbite Spl Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Baghdadi Linkbite Spl Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kalme Lucknowi Spl Spicy Half,210,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kalme Lucknowi Spl Spicy Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Sukka Linkbite Spl In Thick Gravy Half,210,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Sukka Linkbite Spl In Thick Gravy Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Takatak Indore Ke Liye Spl Full On Spicy Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Takatak Indore Ke Liye Spl Full On Spicy Full,380,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Dal Gosth Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Dal Gosth Full,380,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Dahi Wala 4 pcs Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Dahi Wala 4 pcs Full,390,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Korma 4 pcs Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Korma 4 pcs Full,380,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Mughlai Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Mughlai Full,390,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Rogan Josh Half,260,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Rogan Josh Full,390,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Lababdar Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Lababdar Full,370,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Afghani Indori Style Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Afghani Indori Style Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Bemisal Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Bemisal Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Boneless Murg Bharta,320,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Chatpatta  Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Chatpatta  Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Curry Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Curry Full,330,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Do Pyaza Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Do Pyaza Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Garlic Makhani Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Garlic Makhani Full,340,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Handi Se Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Handi Se Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kadai Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kadai Full,340,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kali Mirch ( Gravy Mein ) Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kali Mirch ( Gravy Mein ) Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kolhapuri Half,190,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Kolhapuri Full,340,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Korma Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Korma Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Makhani Half [4 Pieces],200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Makhani Full [8 Pieces],350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Masala Half,190,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Masala Full,330,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Keema,240,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg RaraWith tendered Pcs Half,210,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg RaraWith tendered Pcs Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Saagwala Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Saagwala Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Boneless Murg Tawa Masala Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Boneless Murg Tawa Masala Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Boneless Murg Tikka Masala Half,210,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Boneless Murg Tikka Masala Full,330,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Baghdadi Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Baghdadi Full,390,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Curry 4 pcs Half [2 Pieces],240,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Curry 4 pcs Full [4 Pieces],380,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Gharwala Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Gharwala Full,370,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Handi Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Handi Full,370,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Masala Half,240,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Masala Full,360,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Mughai Half,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Mughai Full,380,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Rara 4 pcs Half,280,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Rara 4 pcs Full,400,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosht Keema Curry,390,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Gosth Lahori,390,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Rogan Josh Half,200,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Main Course,Murg Rogan Josh Full,350,"Egg Curry, Roti, Chicken Sukha"
Line,Egg Main Course,Egg Curry Lucknowi Style,150,"Egg Curry, Roti, Chicken Sukha"
Line,Egg Main Course,Egg Extra 1 Nos,20,"Egg Curry, Roti, Chicken Sukha"
Line,Egg Main Course,Chilli Egg,140,"Egg Curry, Roti, Chicken Sukha"
Line,Egg Main Course,Egg Masala,150,"Egg Curry, Roti, Chicken Sukha"
Line,Egg Main Course,Egg Bharta,150,"Egg Curry, Roti, Chicken Sukha"
Line,Egg Main Course,Chicken Tikka Salad,150,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Steamed Rice ,80,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Paneer Makhni Biryani,220,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Spocy Paneer Biryani,220,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Jeera Rice,90,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Butter Khichdi,140,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Veg Pulao,190,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Kesar Rice,170,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Peas Pulao,160,"Egg Curry, Roti, Chicken Sukha"
Line,Veg Rice and Biryani,Veg Biryani,220,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Murg Hyderabadi Biryani (4pc),320,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Egg Biryani,220,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Murg Fried Rice,250,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Murg Dum Luchnowi Biryani (4pcs),320,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Murg Tikka Biryani (4pcs),340,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Gisht Awadhi Biryani (2 Pcs),310,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Gosht Dum Biryani (2 pcs),320,"Egg Curry, Roti, Chicken Sukha"
Line,Non Veg Rice and Biryani,Murg Awadhi Biryani (4 pcs),320,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Tandoori Roti,10,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Tandoori Butter Roti ,12,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Roomali Roti ,15,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Plain Naan,25,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Butter Naan ,25,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Luchha Paratha ,25,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Malabari Paratha,30,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Mirchi Paratha ,25,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Onion Missi Roti,25,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Plain Kulcha,30,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Stuffed Naan,25,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Garlic Naan,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Paneer Paratha,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Stuffed Paratha,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Aloo Kulcha ,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Chilli Garlic Naan,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Khasta Roti,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Onion Kulcha,35,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Cheese Garlic Naaan,45,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Mix Kulcha,40,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Muglai Paratha,50,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Keema Naan ,90,"Egg Curry, Roti, Chicken Sukha"
Line,Breads,Paneer Kulcha,50,"Egg Curry, Roti, Chicken Sukha"
Line,Fried Rice and Noodles,Veg Fried Rice,200,"Egg Curry, Roti, Chicken Sukha"
Line,Fried Rice and Noodles,Thai Noodles,210,"Egg Curry, Roti, Chicken Sukha"
Line,Fried Rice and Noodles,Chicken Fried Rice,250,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chilly Potato,100,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chilly Murg (BI),250,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Murg Makhmali,280,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chicken Schezwan Noodles,180,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Manchurian Fried Rice,210,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Murg Chouwmin,250,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chilly Baby Corn,150,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Cheese Corn Ball 2 pcs,300,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chilly Paneer,170,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Corn crispy,150,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Manchurian  ,180,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chilly Mushroom ,150,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Veg Kothe,150,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Murg Crispy,200,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Chilly Murg  ,270,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Murgh 65,260,"Egg Curry, Roti, Chicken Sukha"
Line,Chinese Dishes,Honey Chilli Murgh,280,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Kuchumber Salad ,50,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Peenut Chaat ,120,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Plain Papad,15,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Masala Papad,25,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Boondi Raita,55,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,G Salad ,50,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Mix Raita ,65,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Cucumber Raita,55,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Pineapple Raita,50,"Egg Curry, Roti, Chicken Sukha"
Line,Accompaniments,Mirchi Raita,50,"Egg Curry, Roti, Chicken Sukha"
Line,Dessert and Beverages,Mineral Water [1 Litre],25,"Egg Curry, Roti, Chicken Sukha"
Line,Dessert and Beverages,Plain Dahi,45,"Egg Curry, Roti, Chicken Sukha"
Line,Dessert and Beverages,Cold Drink [500 MI],50,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Bengali Curry 5 Pcs,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Bengali Curry 8 Pcs,250,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Amritsari Tikka Lucknowi Style,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Finger Lucknowi Style,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Garlic Lucknowi Style,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Kalimirch Lucknowi Style,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Malai Lucknowi Style,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Tikka Lucknowi Style,260,"Egg Curry, Roti, Chicken Sukha"
Line,Machlii,Fish Tawa Masala,250,"Egg Curry, Roti, Chicken Sukha"
Macp,Main Course,Paneer Chatpata,150,
Macp,Breads,Tawa Roti,8,
Macp,Side,Punjabi Maggi,40,
Macp,Pizza and Pasta,White Sauce Pasta,130,
Macp,Lunch Pack,Special Lunch Pack,180,
Macp,Lunch Pack,Ragular Lunch Pack,120,
Macp,Soups,Hot n Sour Soup,70,
Macp,Soups,Cream of Tomato Soup,70,
Macp,Soups,Manchow Soup,70,
Macp,Soups,Noodle Soup,70,
Macp,Soups,Sweet Corn Soup,80,
Macp,Soups,Lemon Coriander Soup,70,
Macp,Soups,Veg Clear Soup,70,
Macp,Salad,Punjabi Salad,40,
Macp,Starters,Aloo Chaat,60,
Macp,Starters,Salted French Fries,60,
Macp,Starters,Masala French Fries,60,
Macp,Starters,Chana Chaat,70,
Macp,Starters,Onion Pakoda,70,
Macp,Starters,Veg Pakoda,80,
Macp,Starters,Cheese on Crack,90,
Macp,Starters,Paneer Pakoda,110,
Macp,Starters,Hara Bhara Kebab,110,
Macp,Starters,Dahi Kebab,120,
Macp,Paneer Main Course,Machaan Special Paneer ,200,
Macp,Paneer Main Course,Panjabi Paneer ,150,
Macp,Paneer Main Course,Paneer Kandhari,170,
Macp,Paneer Main Course,Paneer Mumtaz,180,
Macp,Paneer Main Course,Paneer Hyderbadi,150,
Macp,Paneer Main Course,Paneer Lababdar,160,
Macp,Paneer Main Course,Paneer Tikka Masala,170,
Macp,Paneer Main Course,Butter Paneer Masala,150,
Macp,Paneer Main Course,Peas Paneer Bhurji,170,
Macp,Paneer Main Course,Kadai Paneer ,150,
Macp,Paneer Main Course,Matar Paneer ,150,
Macp,Paneer Main Course,Shahi Paneer ,180,
Macp,Paneer Main Course,Paneer Handi ,160,
Macp,Paneer Main Course,Palak Paneer ,150,
Macp,Paneer Main Course,Paneer Korma,150,
Macp,Paneer Main Course,Paneer Kolhapuri,150,
Macp,Paneer Main Course,Paneer Chatpata,150,
Macp,Paneer Main Course,Paneer Angara,180,
Macp,Paneer Main Course,Kaju Paneer ,190,
Macp,Paneer Main Course,Kaju Singapore,200,
Macp,Paneer Main Course,Kaju Curry,200,
Macp,Paneer Main Course,Paneer Mughlai,160,
Macp,Paneer Main Course,Paneer Pasanda,170,
Macp,Paneer Main Course,Paneer Do Pyaza,170,
Macp,Veg Main Course,Mix Veg ,120,
Macp,Veg Main Course,Kadai Veg,120,
Macp,Veg Main Course,Veg Kolhapuri,120,
Macp,Veg Main Course,Veg Jalfrezi,130,
Macp,Veg Main Course,Bhindi Do Pyaza,120,
Macp,Veg Main Course,Tawa Veg,130,
Macp,Veg Main Course,Veg Jaipuri,130,
Macp,Veg Main Course,Bhindi Kurkuri,130,
Macp,Veg Main Course,Bhindi Masala,120,
Macp,Veg Main Course,Sev Tamater,120,
Macp,Veg Main Course,Doodh Sev,140,
Macp,Veg Main Course,Veg Kofta,150,
Macp,Veg Main Course,Malai Kofta,170,
Macp,Veg Main Course,Zafrani Kofta,170,
Macp,Veg Main Course,Paneer Kofta,180,
